nodes	type
8643	Gene
163404	Gene
9890	Gene
1268	Gene
2691	Gene
8111	Gene
2834	Gene
1394	Gene
2853	Gene
148	Gene
50836	Gene
50839	Gene
3375	Gene
50837	Gene
50835	Gene
3061	Gene
9034	Gene
2693	Gene
94233	Gene
5737	Gene
4852	Gene
10268	Gene
976	Gene
57486	Gene
4159	Gene
1908	Gene
2914	Gene
221391	Gene
7471	Gene
2841	Gene
5732	Gene
4987	Gene
2832	Gene
718	Gene
2797	Gene
8698	Gene
2925	Gene
2867	Gene
2864	Gene
554	Gene
1907	Gene
50831	Gene
50832	Gene
54429	Gene
30817	Gene
9002	Gene
51764	Gene
2791	Gene
2792	Gene
79924	Gene
135	Gene
2847	Gene
8484	Gene
50833	Gene
6608	Gene
611	Gene
51554	Gene
79948	Gene
5697	Gene
84658	Gene
10266	Gene
2488	Gene
10267	Gene
6754	Gene
56923	Gene
1131	Gene
122042	Gene
4922	Gene
7252	Gene
7482	Gene
2922	Gene
59340	Gene
4544	Gene
187	Gene
27202	Gene
301	Gene
3351	Gene
1081	Gene
9038	Gene
4829	Gene
183	Gene
9290	Gene
3357	Gene
80326	Gene
1910	Gene
9568	Gene
3062	Gene
3973	Gene
50846	Gene
8620	Gene
10161	Gene
6751	Gene
8477	Gene
116	Gene
351	Gene
113091	Gene
84432	Gene
7483	Gene
2840	Gene
5746	Gene
57007	Gene
185	Gene
90226	Gene
9718	Gene
1393	Gene
9287	Gene
319100	Gene
83551	Gene
134864	Gene
7432	Gene
2846	Gene
3358	Gene
2796	Gene
1392	Gene
54886	Gene
5995	Gene
3363	Gene
64106	Gene
133	Gene
1813	Gene
170589	Gene
150	Gene
1814	Gene
1909	Gene
84539	Gene
57105	Gene
5741	Gene
2911	Gene
89780	Gene
7476	Gene
8324	Gene
6750	Gene
51738	Gene
3361	Gene
8321	Gene
3362	Gene
7484	Gene
2695	Gene
5739	Gene
5745	Gene
5731	Gene
3060	Gene
6755	Gene
2785	Gene
54361	Gene
165140	Gene
7855	Gene
886	Gene
60675	Gene
134	Gene
3549	Gene
7349	Gene
6010	Gene
2912	Gene
4886	Gene
4889	Gene
2151	Gene
2150	Gene
3360	Gene
6469	Gene
2852	Gene
8323	Gene
7253	Gene
27199	Gene
552	Gene
2587	Gene
4160	Gene
6866	Gene
2793	Gene
94235	Gene
5368	Gene
5729	Gene
2786	Gene
624	Gene
4543	Gene
1128	Gene
3354	Gene
2915	Gene
23620	Gene
154	Gene
64805	Gene
5724	Gene
1880	Gene
10887	Gene
1816	Gene
50834	Gene
6870	Gene
5028	Gene
7480	Gene
83756	Gene
9283	Gene
147	Gene
136	Gene
3814	Gene
2861	Gene
2492	Gene
7200	Gene
1901	Gene
2358	Gene
2357	Gene
117579	Gene
8862	Gene
59350	Gene
23566	Gene
5734	Gene
10316	Gene
5031	Gene
719	Gene
146	Gene
2783	Gene
55970	Gene
10022	Gene
339403	Gene
10800	Gene
6288	Gene
222545	Gene
80835	Gene
2787	Gene
7201	Gene
1240	Gene
8322	Gene
2015	Gene
9934	Gene
5029	Gene
797	Gene
4161	Gene
2788	Gene
8325	Gene
2828	Gene
3350	Gene
114131	Gene
2859	Gene
80834	Gene
3355	Gene
3352	Gene
122876	Gene
2918	Gene
151306	Gene
2147	Gene
10692	Gene
2535	Gene
6752	Gene
1132	Gene
53637	Gene
186	Gene
5021	Gene
1129	Gene
2149	Gene
5179	Gene
2837	Gene
53829	Gene
51289	Gene
8811	Gene
338442	Gene
11251	Gene
5367	Gene
29933	Gene
2831	Gene
2863	Gene
283869	Gene
256933	Gene
152	Gene
57121	Gene
1812	Gene
1133	Gene
4887	Gene
4158	Gene
2865	Gene
338398	Gene
5727	Gene
353164	Gene
338557	Gene
54331	Gene
84109	Gene
5030	Gene
885	Gene
387129	Gene
2359	Gene
7477	Gene
347148	Gene
8326	Gene
155	Gene
1269	Gene
257313	Gene
2917	Gene
1604	Gene
3269	Gene
27198	Gene
728	Gene
4828	Gene
5660	Gene
3792	Gene
553	Gene
1902	Gene
2913	Gene
56670	Gene
5540	Gene
129521	Gene
2550	Gene
259294	Gene
259296	Gene
50840	Gene
50838	Gene
2532	Gene
1903	Gene
1241	Gene
56413	Gene
594857	Gene
2642	Gene
259287	Gene
259286	Gene
259292	Gene
259285	Gene
134860	Gene
1325	Gene
2790	Gene
5032	Gene
3640	Gene
259289	Gene
8843	Gene
259295	Gene
259293	Gene
259290	Gene
5726	Gene
4157	Gene
9294	Gene
2652	Gene
151	Gene
6753	Gene
140	Gene
5577	Gene
728642	Gene
27175	Gene
8481	Gene
10806	Gene
4659	Gene
5566	Gene
3161	Gene
23291	Gene
113457	Gene
4660	Gene
5108	Gene
3320	Gene
6790	Gene
22974	Gene
54930	Gene
3326	Gene
22981	Gene
81027	Gene
79959	Gene
55125	Gene
9738	Gene
22995	Gene
10382	Gene
95681	Gene
22897	Gene
2305	Gene
55722	Gene
80321	Gene
7840	Gene
4751	Gene
11064	Gene
10133	Gene
10376	Gene
11190	Gene
10426	Gene
7277	Gene
10142	Gene
85378	Gene
84962	Gene
10844	Gene
93323	Gene
7283	Gene
79866	Gene
4957	Gene
55755	Gene
11258	Gene
7280	Gene
347733	Gene
55142	Gene
27229	Gene
10121	Gene
22822	Gene
121441	Gene
1453	Gene
22994	Gene
10733	Gene
29922	Gene
1069	Gene
54801	Gene
84131	Gene
55835	Gene
80097	Gene
112714	Gene
115106	Gene
80028	Gene
5116	Gene
9702	Gene
8945	Gene
4218	Gene
7846	Gene
84790	Gene
653784	Gene
9662	Gene
10540	Gene
84617	Gene
8636	Gene
79861	Gene
80254	Gene
203068	Gene
23194	Gene
51807	Gene
10383	Gene
7278	Gene
9814	Gene
80184	Gene
63943	Gene
1639	Gene
440145	Gene
51451	Gene
11116	Gene
55559	Gene
5500	Gene
1454	Gene
79441	Gene
51400	Gene
80086	Gene
984	Gene
23354	Gene
10381	Gene
347688	Gene
114791	Gene
9837	Gene
51659	Gene
84296	Gene
64785	Gene
9846	Gene
535	Gene
51606	Gene
2263	Gene
2261	Gene
2255	Gene
27006	Gene
537	Gene
2249	Gene
2260	Gene
5289	Gene
26281	Gene
51382	Gene
57761	Gene
2254	Gene
50617	Gene
2887	Gene
2253	Gene
10312	Gene
2251	Gene
2246	Gene
8992	Gene
523	Gene
525	Gene
533	Gene
8074	Gene
9296	Gene
529	Gene
9365	Gene
152831	Gene
9550	Gene
2250	Gene
2247	Gene
2252	Gene
245973	Gene
526	Gene
245972	Gene
127124	Gene
5140	Gene
528	Gene
8817	Gene
8822	Gene
117145	Gene
9114	Gene
2264	Gene
9965	Gene
3643	Gene
155066	Gene
23545	Gene
527	Gene
2248	Gene
30849	Gene
8823	Gene
534	Gene
54106	Gene
90423	Gene
3630	Gene
56852	Gene
57599	Gene
7320	Gene
8451	Gene
51514	Gene
8450	Gene
7398	Gene
1642	Gene
331	Gene
22900	Gene
55075	Gene
51074	Gene
840	Gene
57099	Gene
56616	Gene
578	Gene
5414	Gene
1385	Gene
2308	Gene
6199	Gene
4303	Gene
100132074	Gene
25937	Gene
23327	Gene
905	Gene
8812	Gene
5494	Gene
4092	Gene
23439	Gene
64750	Gene
7323	Gene
892	Gene
60436	Gene
8239	Gene
904	Gene
1024	Gene
4221	Gene
6498	Gene
1025	Gene
54778	Gene
6497	Gene
3726	Gene
7050	Gene
6667	Gene
51592	Gene
2534	Gene
2065	Gene
2931	Gene
374	Gene
1839	Gene
942	Gene
6801	Gene
79109	Gene
941	Gene
2069	Gene
5880	Gene
7409	Gene
118788	Gene
3084	Gene
9542	Gene
50852	Gene
29851	Gene
253260	Gene
64223	Gene
145957	Gene
685	Gene
391	Gene
930	Gene
940	Gene
2066	Gene
255324	Gene
3932	Gene
10718	Gene
55615	Gene
2475	Gene
84335	Gene
8483	Gene
3480	Gene
3481	Gene
23063	Gene
23047	Gene
23244	Gene
114799	Gene
113130	Gene
157570	Gene
23383	Gene
25836	Gene
94239	Gene
3021	Gene
3020	Gene
3490	Gene
3015	Gene
2353	Gene
1051	Gene
8334	Gene
79813	Gene
653604	Gene
8338	Gene
3013	Gene
8356	Gene
8351	Gene
126961	Gene
8337	Gene
333932	Gene
10919	Gene
55766	Gene
723790	Gene
8355	Gene
474382	Gene
8353	Gene
8354	Gene
8350	Gene
8331	Gene
3012	Gene
8968	Gene
8335	Gene
8357	Gene
22955	Gene
51564	Gene
6672	Gene
7329	Gene
54780	Gene
1911	Gene
6045	Gene
1912	Gene
6996	Gene
5371	Gene
57332	Gene
8535	Gene
7518	Gene
7508	Gene
286053	Gene
79677	Gene
648	Gene
197370	Gene
80012	Gene
84733	Gene
6612	Gene
56160	Gene
6613	Gene
23137	Gene
6015	Gene
493861	Gene
7703	Gene
2288	Gene
3309	Gene
23411	Gene
6767	Gene
2765	Gene
27000	Gene
10049	Gene
3315	Gene
6013	Gene
573	Gene
29074	Gene
9532	Gene
10808	Gene
3306	Gene
3337	Gene
116835	Gene
51501	Gene
871	Gene
9531	Gene
6782	Gene
9530	Gene
57805	Gene
162989	Gene
22824	Gene
259217	Gene
9529	Gene
7266	Gene
3316	Gene
3308	Gene
3310	Gene
3297	Gene
91582	Gene
51182	Gene
1413	Gene
1288	Gene
3304	Gene
3303	Gene
3305	Gene
10013	Gene
10728	Gene
1915	Gene
7415	Gene
3281	Gene
1410	Gene
57521	Gene
26353	Gene
10817	Gene
2067	Gene
2072	Gene
79728	Gene
10635	Gene
51426	Gene
548593	Gene
23514	Gene
5429	Gene
348654	Gene
79008	Gene
84464	Gene
197342	Gene
51750	Gene
60	Gene
7528	Gene
79913	Gene
29844	Gene
50813	Gene
93973	Gene
54891	Gene
83444	Gene
5887	Gene
10987	Gene
54617	Gene
86	Gene
51138	Gene
8533	Gene
64708	Gene
125476	Gene
9318	Gene
10980	Gene
283899	Gene
2873	Gene
4798	Gene
8607	Gene
5886	Gene
10445	Gene
10920	Gene
9244	Gene
133396	Gene
386653	Gene
28984	Gene
1820	Gene
5325	Gene
3276	Gene
79733	Gene
10498	Gene
10769	Gene
85456	Gene
55571	Gene
7832	Gene
144455	Gene
1263	Gene
4869	Gene
6873	Gene
28996	Gene
6882	Gene
1459	Gene
9891	Gene
8550	Gene
11198	Gene
1457	Gene
54457	Gene
6878	Gene
51422	Gene
5564	Gene
6908	Gene
53632	Gene
6794	Gene
6883	Gene
138474	Gene
8445	Gene
6874	Gene
5565	Gene
5562	Gene
6875	Gene
6872	Gene
6877	Gene
6749	Gene
5563	Gene
204851	Gene
1020	Gene
94241	Gene
83860	Gene
6881	Gene
112858	Gene
8851	Gene
6879	Gene
5571	Gene
51616	Gene
26155	Gene
6884	Gene
1460	Gene
8148	Gene
6880	Gene
30834	Gene
25885	Gene
54700	Gene
9013	Gene
2068	Gene
221830	Gene
7343	Gene
2965	Gene
2967	Gene
9014	Gene
10849	Gene
11335	Gene
84172	Gene
64425	Gene
9015	Gene
2966	Gene
2071	Gene
79101	Gene
9533	Gene
51082	Gene
2968	Gene
404672	Gene
55904	Gene
3674	Gene
10138	Gene
57492	Gene
50943	Gene
58508	Gene
5588	Gene
6602	Gene
6688	Gene
865	Gene
6929	Gene
6605	Gene
51412	Gene
57690	Gene
83737	Gene
6595	Gene
6604	Gene
27327	Gene
26523	Gene
9739	Gene
6598	Gene
23112	Gene
4773	Gene
10398	Gene
2623	Gene
7082	Gene
2625	Gene
6603	Gene
1998	Gene
8850	Gene
5929	Gene
8289	Gene
4297	Gene
4602	Gene
57678	Gene
1997	Gene
4778	Gene
27161	Gene
860	Gene
192669	Gene
23309	Gene
6597	Gene
9070	Gene
3958	Gene
192670	Gene
1514	Gene
4005	Gene
640	Gene
1515	Gene
10413	Gene
6601	Gene
23067	Gene
6938	Gene
1513	Gene
84870	Gene
4343	Gene
26053	Gene
861	Gene
6886	Gene
84661	Gene
1493	Gene
23429	Gene
55193	Gene
4004	Gene
8085	Gene
200845	Gene
25942	Gene
6599	Gene
2624	Gene
161882	Gene
84333	Gene
23466	Gene
7122	Gene
2811	Gene
196528	Gene
5079	Gene
11091	Gene
5275	Gene
100506658	Gene
8861	Gene
55170	Gene
1378	Gene
9757	Gene
23028	Gene
5536	Gene
2773	Gene
5590	Gene
8648	Gene
4313	Gene
2289	Gene
4318	Gene
7392	Gene
858	Gene
857	Gene
23189	Gene
6722	Gene
2771	Gene
1386	Gene
1509	Gene
8202	Gene
2354	Gene
4435	Gene
23030	Gene
2770	Gene
3169	Gene
3727	Gene
4316	Gene
2958	Gene
7090	Gene
10499	Gene
5451	Gene
9166	Gene
4314	Gene
127933	Gene
55625	Gene
1105	Gene
7391	Gene
7033	Gene
7031	Gene
4846	Gene
2957	Gene
5747	Gene
5481	Gene
51523	Gene
7764	Gene
340481	Gene
8877	Gene
8204	Gene
3838	Gene
9687	Gene
346562	Gene
56603	Gene
5166	Gene
5164	Gene
5165	Gene
51109	Gene
10170	Gene
1738	Gene
1592	Gene
1374	Gene
8050	Gene
64577	Gene
157506	Gene
8854	Gene
5160	Gene
5959	Gene
8608	Gene
1382	Gene
1737	Gene
5163	Gene
10901	Gene
112724	Gene
9249	Gene
5161	Gene
2171	Gene
216	Gene
1381	Gene
5162	Gene
195814	Gene
220	Gene
340665	Gene
124	Gene
8644	Gene
127	Gene
1375	Gene
57665	Gene
126	Gene
3636	Gene
3635	Gene
4800	Gene
4802	Gene
604	Gene
4801	Gene
10018	Gene
65018	Gene
10370	Gene
1649	Gene
4287	Gene
6720	Gene
56729	Gene
2645	Gene
10891	Gene
6648	Gene
847	Gene
5105	Gene
2538	Gene
23410	Gene
3484	Gene
23460	Gene
114907	Gene
84676	Gene
181	Gene
91584	Gene
7295	Gene
10628	Gene
694	Gene
9314	Gene
2660	Gene
2290	Gene
4293	Gene
4294	Gene
6198	Gene
4296	Gene
11184	Gene
11183	Gene
1581	Gene
8491	Gene
9064	Gene
51085	Gene
1734	Gene
1576	Gene
1978	Gene
6513	Gene
4216	Gene
6517	Gene
2319	Gene
5286	Gene
5288	Gene
23265	Gene
2203	Gene
6009	Gene
55908	Gene
23433	Gene
5608	Gene
6416	Gene
10487	Gene
5606	Gene
7248	Gene
2194	Gene
9020	Gene
10211	Gene
64241	Gene
64240	Gene
4023	Gene
5596	Gene
5871	Gene
5597	Gene
2997	Gene
10746	Gene
50488	Gene
6319	Gene
9322	Gene
53919	Gene
9448	Gene
7786	Gene
1555	Gene
6721	Gene
6567	Gene
5770	Gene
9175	Gene
1326	Gene
135458	Gene
9874	Gene
2177	Gene
11011	Gene
352954	Gene
11082	Gene
9585	Gene
56992	Gene
1894	Gene
54476	Gene
8209	Gene
64094	Gene
6286	Gene
102724023	Gene
4851	Gene
7006	Gene
6591	Gene
6194	Gene
6909	Gene
4145	Gene
4137	Gene
9306	Gene
695	Gene
2886	Gene
1796	Gene
4286	Gene
6615	Gene
6850	Gene
406958	Gene
192668	Gene
7004	Gene
7003	Gene
3683	Gene
7005	Gene
83706	Gene
6788	Gene
90417	Gene
10397	Gene
81671	Gene
639	Gene
6901	Gene
9113	Gene
8463	Gene
4485	Gene
5872	Gene
23012	Gene
26524	Gene
406991	Gene
55233	Gene
2533	Gene
60485	Gene
6098	Gene
3091	Gene
7019	Gene
10135	Gene
653509	Gene
5265	Gene
3162	Gene
1215	Gene
4204	Gene
4780	Gene
6440	Gene
7015	Gene
729238	Gene
727897	Gene
23250	Gene
10144	Gene
6696	Gene
91039	Gene
79991	Gene
1832	Gene
2006	Gene
4502	Gene
7076	Gene
1490	Gene
5806	Gene
255520	Gene
26585	Gene
5328	Gene
8773	Gene
6236	Gene
252983	Gene
10938	Gene
3631	Gene
5792	Gene
115703	Gene
9882	Gene
5167	Gene
375	Gene
10110	Gene
5211	Gene
5213	Gene
4641	Gene
382	Gene
23678	Gene
6810	Gene
6812	Gene
6814	Gene
6813	Gene
5967	Gene
9265	Gene
5583	Gene
5584	Gene
57381	Gene
3799	Gene
7494	Gene
10580	Gene
2998	Gene
2992	Gene
5867	Gene
5506	Gene
2888	Gene
30846	Gene
6446	Gene
6844	Gene
1958	Gene
11127	Gene
3991	Gene
6616	Gene
7520	Gene
5976	Gene
9937	Gene
353497	Gene
1196	Gene
55215	Gene
55775	Gene
50485	Gene
79648	Gene
9521	Gene
9400	Gene
2175	Gene
10155	Gene
55159	Gene
5965	Gene
7507	Gene
10657	Gene
3557	Gene
9475	Gene
1073	Gene
3840	Gene
6093	Gene
31	Gene
32	Gene
5966	Gene
6277	Gene
79075	Gene
63922	Gene
92140	Gene
84823	Gene
29089	Gene
29028	Gene
1299	Gene
27101	Gene
10153	Gene
3930	Gene
8926	Gene
157769	Gene
1297	Gene
55299	Gene
255488	Gene
962	Gene
54921	Gene
51316	Gene
3913	Gene
3914	Gene
3915	Gene
284217	Gene
3918	Gene
3655	Gene
3911	Gene
3912	Gene
3691	Gene
3908	Gene
3909	Gene
23300	Gene
55183	Gene
56254	Gene
9759	Gene
64421	Gene
9810	Gene
3150	Gene
5524	Gene
5923	Gene
2539	Gene
406982	Gene
693122	Gene
406986	Gene
406900	Gene
406980	Gene
406937	Gene
166979	Gene
406950	Gene
406952	Gene
407007	Gene
407041	Gene
440603	Gene
79370	Gene
23786	Gene
4170	Gene
597	Gene
599	Gene
666	Gene
83596	Gene
10017	Gene
9111	Gene
2185	Gene
7014	Gene
79035	Gene
5063	Gene
5585	Gene
4608	Gene
398	Gene
85415	Gene
5216	Gene
10672	Gene
8826	Gene
6242	Gene
7454	Gene
9138	Gene
1072	Gene
23191	Gene
10788	Gene
57630	Gene
4632	Gene
3984	Gene
8976	Gene
11113	Gene
1729	Gene
10188	Gene
5305	Gene
4661	Gene
90993	Gene
1388	Gene
148327	Gene
84699	Gene
10488	Gene
571	Gene
10811	Gene
466	Gene
4312	Gene
6596	Gene
24137	Gene
2189	Gene
5931	Gene
6240	Gene
6839	Gene
3925	Gene
8819	Gene
1786	Gene
54443	Gene
5947	Gene
10592	Gene
8030	Gene
1633	Gene
4863	Gene
11124	Gene
5877	Gene
3275	Gene
79027	Gene
3148	Gene
3146	Gene
3123	Gene
3122	Gene
920	Gene
9623	Gene
10890	Gene
4842	Gene
4843	Gene
8408	Gene
7450	Gene
1101	Gene
7448	Gene
5287	Gene
3673	Gene
23035	Gene
81617	Gene
2335	Gene
51552	Gene
3680	Gene
3681	Gene
11140	Gene
3682	Gene
5862	Gene
3675	Gene
3676	Gene
3678	Gene
3679	Gene
7010	Gene
3690	Gene
3693	Gene
3694	Gene
64764	Gene
3695	Gene
284	Gene
285	Gene
1943	Gene
1942	Gene
80310	Gene
55012	Gene
3685	Gene
3687	Gene
3688	Gene
3689	Gene
1946	Gene
1945	Gene
1944	Gene
7143	Gene
7148	Gene
8115	Gene
5521	Gene
1286	Gene
1284	Gene
1282	Gene
1281	Gene
1280	Gene
1278	Gene
1277	Gene
3696	Gene
26291	Gene
1292	Gene
1290	Gene
23239	Gene
2259	Gene
2258	Gene
1289	Gene
2257	Gene
2256	Gene
5522	Gene
5523	Gene
113791	Gene
1969	Gene
5649	Gene
9586	Gene
2034	Gene
1975	Gene
253314	Gene
55844	Gene
3910	Gene
22801	Gene
7059	Gene
7058	Gene
92335	Gene
9230	Gene
3371	Gene
23216	Gene
9470	Gene
51378	Gene
6515	Gene
6514	Gene
7060	Gene
63923	Gene
3381	Gene
100302213	Gene
7184	Gene
5210	Gene
64344	Gene
54541	Gene
5207	Gene
5208	Gene
5209	Gene
50509	Gene
51719	Gene
1302	Gene
1301	Gene
5228	Gene
53918	Gene
1311	Gene
10319	Gene
200186	Gene
1444	Gene
8516	Gene
8515	Gene
238	Gene
27436	Gene
8453	Gene
2271	Gene
81578	Gene
6921	Gene
253559	Gene
6923	Gene
9915	Gene
1856	Gene
6421	Gene
112399	Gene
112398	Gene
7030	Gene
54583	Gene
79444	Gene
7942	Gene
405	Gene
7428	Gene
29072	Gene
4099	Gene
4155	Gene
116448	Gene
652	Gene
4821	Gene
10215	Gene
4340	Gene
6660	Gene
137814	Gene
6663	Gene
5354	Gene
6662	Gene
55553	Gene
1267	Gene
30812	Gene
4974	Gene
429	Gene
2736	Gene
8672	Gene
11040	Gene
1974	Gene
1973	Gene
27250	Gene
1981	Gene
