SYMBOL	GO.TERM	entrezgene_id
TRAF4	GO:0006915	9618
TRAF5	GO:0006915	7188
TRAF6	GO:0006915	7189
TRAF7	GO:0006915	84231
TRAIP	GO:0006915	10293
TRAP1	GO:0006915	10131
TREM2	GO:0006915	54209
TRIAP1	GO:0006915	51499
TRIB3	GO:0006915	57761
TRIM2	GO:0006915	23321
TRIM24	GO:0006915	8805
TRIM32	GO:0006915	22954
TRIM35	GO:0006915	23087
TRIM39	GO:0006915	56658
TRIM69	GO:0006915	140691
TRIO	GO:0006915	7204
TRPV1	GO:0006915	7442
TSC2	GO:0006915	7249
TSC22D3	GO:0006915	1831
TSLP	GO:0006915	85480
TSPO	GO:0006915	706
TWIST1	GO:0006915	7291
TWIST2	GO:0006915	117581
TXNDC12	GO:0006915	51060
TXNDC5	GO:0006915	81567
TXNIP	GO:0006915	10628
TYRO3	GO:0006915	7301
TYROBP	GO:0006915	7305
UACA	GO:0006915	55075
UBA52	GO:0006915	7311
UBB	GO:0006915	7314
UBC	GO:0006915	7316
UBD	GO:0006915	10537
UBE2B	GO:0006915	7320
UBE2D3	GO:0006915	7323
UBE2K	GO:0006915	3093
UBE2M	GO:0006915	9040
UBE2O	GO:0006915	63893
UBE2V2	GO:0006915	7336
UBE2Z	GO:0006915	65264
UBE4B	GO:0006915	10277
UBQLN1	GO:0006915	29979
UCN	GO:0006915	7349
UFL1	GO:0006915	23376
UFM1	GO:0006915	51569
UMODL1	GO:0006915	89766
UNC13B	GO:0006915	10497
UNC5A	GO:0006915	90249
UNC5B	GO:0006915	219699
UNC5C	GO:0006915	8633
UNC5D	GO:0006915	137970
UNG	GO:0006915	7374
URI1	GO:0006915	8725
USP17L1	GO:0006915	401447
USP17L10	GO:0006915	100287144
USP17L11	GO:0006915	100287178
USP17L12	GO:0006915	100287205
USP17L13	GO:0006915	100287238
USP17L15	GO:0006915	100288520
USP17L17	GO:0006915	100287327
USP17L18	GO:0006915	100287364
USP17L19	GO:0006915	100287404
USP17L2	GO:0006915	401447
USP17L2	GO:0006915	377630
USP17L20	GO:0006915	100287441
USP17L21	GO:0006915	100287478
USP17L22	GO:0006915	100287513
USP17L24	GO:0006915	728369
USP17L3	GO:0006915	645836
USP17L4	GO:0006915	645402
USP17L4	GO:0006915	392188
USP17L5	GO:0006915	728386
USP17L6P	GO:0006915	NA
USP17L7	GO:0006915	645402
USP17L7	GO:0006915	392197
USP17L8	GO:0006915	392188
USP27X	GO:0006915	389856
USP28	GO:0006915	57646
USP42	GO:0006915	84132
USP47	GO:0006915	55031
USP53	GO:0006915	54532
UTP11	GO:0006915	51118
UXT	GO:0006915	8409
VAV1	GO:0006915	7409
VAV2	GO:0006915	7410
VAV3	GO:0006915	10451
VCP	GO:0006915	7415
VDAC1	GO:0006915	7416
VDAC2	GO:0006915	7417
VDR	GO:0006915	7421
VEGFA	GO:0006915	7422
VHL	GO:0006915	7428
VIL1	GO:0006915	7429
VIP	GO:0006915	7432
VNN1	GO:0006915	8876
VPS35	GO:0006915	55737
VSTM2L	GO:0006915	128434
VTCN1	GO:0006915	79679
WDR35	GO:0006915	57539
WDR73	GO:0006915	84942
WDR92	GO:0006915	116143
WFS1	GO:0006915	7466
WNK3	GO:0006915	65267
WNT1	GO:0006915	7471
WNT10B	GO:0006915	7480
WNT11	GO:0006915	7481
WNT3A	GO:0006915	89780
WNT4	GO:0006915	54361
WNT5A	GO:0006915	7474
WNT7A	GO:0006915	7476
WNT9A	GO:0006915	7483
WRN	GO:0006915	7486
WT1	GO:0006915	7490
WWOX	GO:0006915	51741
XAF1	GO:0006915	54739
XBP1	GO:0006915	7494
XDH	GO:0006915	7498
XIAP	GO:0006915	331
XKR4	GO:0006915	114786
XKR5	GO:0006915	389610
XKR6	GO:0006915	286046
XKR7	GO:0006915	343702
XKR8	GO:0006915	55113
XKR9	GO:0006915	389668
XPA	GO:0006915	7507
XRCC2	GO:0006915	7516
YAP1	GO:0006915	10413
YBX3	GO:0006915	8531
YME1L1	GO:0006915	10730
YWHAB	GO:0006915	7529
YWHAE	GO:0006915	7531
YWHAG	GO:0006915	7532
YWHAH	GO:0006915	7533
YWHAQ	GO:0006915	10971
YWHAZ	GO:0006915	7534
ZBTB16	GO:0006915	7704
ZBTB7A	GO:0006915	51341
ZC3H12A	GO:0006915	80149
ZC3H8	GO:0006915	84524
ZC3HC1	GO:0006915	51530
ZDHHC16	GO:0006915	84287
ZFAND6	GO:0006915	54469
ZFP36	GO:0006915	7538
ZFP36L1	GO:0006915	677
ZMAT3	GO:0006915	64393
ZMPSTE24	GO:0006915	10269
ZMYND11	GO:0006915	10771
ZNF16	GO:0006915	7564
ZNF205	GO:0006915	7755
ZNF268	GO:0006915	10795
ZNF346	GO:0006915	23567
ZNF385A	GO:0006915	25946
ZNF385B	GO:0006915	151126
ZNF420	GO:0006915	147923
ZNF443	GO:0006915	10224
ZNF622	GO:0006915	90441
ZNF830	GO:0006915	91603
ZPR1	GO:0006915	8882
ZSWIM2	GO:0006915	151112
