nodes	type
5494	SelGene
5495	SelGene
5595	SelGene
8986	SelGene
93589	SelGene
3310	SelGene
5598	SelGene
9965	SelGene
5879	SelGene
6654	SelGene
5594	SelGene
11072	SelGene
5871	SelGene
5599	SelGene
1956	SelGene
9261	SelGene
1950	SelGene
6237	SelGene
51347	SelGene
55970	SelGene
4909	SelGene
3553	SelGene
22808	SelGene
4908	SelGene
3554	SelGene
7157	SelGene
355	SelGene
3164	SelGene
356	SelGene
4915	SelGene
4914	SelGene
11261	SelGene
5063	SelGene
685	SelGene
6464	SelGene
3084	SelGene
2475	SelGene
10298	SelGene
1978	SelGene
572	SelGene
10718	SelGene
2066	SelGene
5747	SelGene
2064	SelGene
2065	SelGene
7039	SelGene
25	SelGene
9542	SelGene
27	SelGene
399694	SelGene
6198	SelGene
6199	SelGene
374	SelGene
6777	SelGene
6776	SelGene
56924	SelGene
4690	SelGene
23533	SelGene
145957	SelGene
2932	SelGene
868	SelGene
867	SelGene
53358	SelGene
1027	SelGene
1026	SelGene
2069	SelGene
369	SelGene
8440	SelGene
57144	SelGene
6714	SelGene
8503	SelGene
815	SelGene
816	SelGene
817	SelGene
818	SelGene
23624	SelGene
5290	SelGene
5291	SelGene
5293	SelGene
2549	SelGene
5335	SelGene
5336	SelGene
25759	SelGene
1839	SelGene
5294	SelGene
5295	SelGene
5296	SelGene
805	SelGene
5737	SelGene
683	SelGene
5731	SelGene
2149	SelGene
801	SelGene
5733	SelGene
487	SelGene
5021	SelGene
5025	SelGene
6870	SelGene
5026	SelGene
155	SelGene
489	SelGene
5023	SelGene
154	SelGene
488	SelGene
5024	SelGene
153	SelGene
6869	SelGene
6865	SelGene
8877	SelGene
886	SelGene
887	SelGene
4923	SelGene
6546	SelGene
3710	SelGene
6547	SelGene
113026	SelGene
1909	SelGene
5027	SelGene
1812	SelGene
1816	SelGene
7201	SelGene
1910	SelGene
5257	SelGene
5256	SelGene
5255	SelGene
2769	SelGene
2767	SelGene
7416	SelGene
7417	SelGene
1128	SelGene
7419	SelGene
1129	SelGene
5350	SelGene
623	SelGene
4638	SelGene
51196	SelGene
1131	SelGene
51806	SelGene
56413	SelGene
624	SelGene
10800	SelGene
9630	SelGene
814	SelGene
2776	SelGene
293	SelGene
2778	SelGene
292	SelGene
810	SelGene
291	SelGene
2774	SelGene
491	SelGene
492	SelGene
493	SelGene
89869	SelGene
185	SelGene
490	SelGene
808	SelGene
2185	SelGene
7220	SelGene
83447	SelGene
5330	SelGene
2915	SelGene
6261	SelGene
23236	SelGene
5333	SelGene
5331	SelGene
5332	SelGene
7125	SelGene
6262	SelGene
6263	SelGene
2911	SelGene
5481	SelGene
5260	SelGene
5261	SelGene
2902	SelGene
2903	SelGene
1139	SelGene
4846	SelGene
2905	SelGene
2906	SelGene
1133	SelGene
4843	SelGene
4842	SelGene
85366	SelGene
7134	SelGene
84812	SelGene
22953	SelGene
3706	SelGene
135	SelGene
3707	SelGene
136	SelGene
3708	SelGene
3709	SelGene
3360	SelGene
56848	SelGene
3361	SelGene
3362	SelGene
3363	SelGene
3356	SelGene
3358	SelGene
3357	SelGene
9127	SelGene
6543	SelGene
552	SelGene
553	SelGene
3274	SelGene
146	SelGene
147	SelGene
148	SelGene
2925	SelGene
952	SelGene
5724	SelGene
57105	SelGene
3973	SelGene
6915	SelGene
91807	SelGene
3269	SelGene
163688	SelGene
10344	SelGene
8741	SelGene
3082	SelGene
6349	SelGene
8742	SelGene
943	SelGene
8743	SelGene
6347	SelGene
944	SelGene
8744	SelGene
6348	SelGene
8740	SelGene
50615	SelGene
6352	SelGene
6351	SelGene
6357	SelGene
55540	SelGene
6356	SelGene
6355	SelGene
6354	SelGene
608	SelGene
8600	SelGene
51561	SelGene
1489	SelGene
2321	SelGene
6358	SelGene
2322	SelGene
6359	SelGene
2323	SelGene
2324	SelGene
50616	SelGene
939	SelGene
6362	SelGene
6361	SelGene
6364	SelGene
6363	SelGene
6366	SelGene
6368	SelGene
6367	SelGene
7173	SelGene
6360	SelGene
1437	SelGene
1436	SelGene
115650	SelGene
3597	SelGene
1435	SelGene
5618	SelGene
5617	SelGene
8764	SelGene
338376	SelGene
6369	SelGene
1439	SelGene
1438	SelGene
6376	SelGene
149233	SelGene
6375	SelGene
6374	SelGene
6373	SelGene
6372	SelGene
729230	SelGene
6370	SelGene
1440	SelGene
4233	SelGene
2833	SelGene
1441	SelGene
23529	SelGene
27190	SelGene
6387	SelGene
2826	SelGene
9180	SelGene
2829	SelGene
50604	SelGene
83729	SelGene
80301	SelGene
3627	SelGene
4352	SelGene
10850	SelGene
3625	SelGene
3626	SelGene
163702	SelGene
3624	SelGene
4254	SelGene
55504	SelGene
7852	SelGene
3815	SelGene
970	SelGene
4982	SelGene
3953	SelGene
10663	SelGene
84957	SelGene
3952	SelGene
29949	SelGene
4049	SelGene
3605	SelGene
3606	SelGene
3604	SelGene
5008	SelGene
8200	SelGene
3601	SelGene
3600	SelGene
10563	SelGene
4050	SelGene
8718	SelGene
4055	SelGene
58985	SelGene
959	SelGene
958	SelGene
2690	SelGene
8807	SelGene
4283	SelGene
23765	SelGene
2688	SelGene
3976	SelGene
2689	SelGene
3977	SelGene
8809	SelGene
7292	SelGene
7293	SelGene
1524	SelGene
414062	SelGene
1896	SelGene
9547	SelGene
10913	SelGene
11009	SelGene
1270	SelGene
1271	SelGene
10673	SelGene
56034	SelGene
7422	SelGene
7424	SelGene
7423	SelGene
10803	SelGene
4804	SelGene
116379	SelGene
94	SelGene
9560	SelGene
93	SelGene
92	SelGene
91	SelGene
90	SelGene
2277	SelGene
23495	SelGene
64806	SelGene
9966	SelGene
2056	SelGene
3581	SelGene
2919	SelGene
643	SelGene
3442	SelGene
3441	SelGene
3440	SelGene
8771	SelGene
3439	SelGene
3579	SelGene
3577	SelGene
3578	SelGene
56477	SelGene
3575	SelGene
3576	SelGene
3594	SelGene
3593	SelGene
3596	SelGene
3595	SelGene
3590	SelGene
3592	SelGene
3791	SelGene
7133	SelGene
3451	SelGene
3452	SelGene
8784	SelGene
3443	SelGene
1232	SelGene
51330	SelGene
3444	SelGene
1233	SelGene
3445	SelGene
1234	SelGene
3446	SelGene
1235	SelGene
3447	SelGene
1236	SelGene
3448	SelGene
1237	SelGene
3449	SelGene
55801	SelGene
58191	SelGene
3586	SelGene
60401	SelGene
3587	SelGene
3588	SelGene
2057	SelGene
3589	SelGene
3563	SelGene
3562	SelGene
3561	SelGene
3560	SelGene
1230	SelGene
6846	SelGene
3460	SelGene
6346	SelGene
8797	SelGene
3458	SelGene
3459	SelGene
8793	SelGene
3456	SelGene
8792	SelGene
8795	SelGene
3454	SelGene
8794	SelGene
3455	SelGene
3556	SelGene
269	SelGene
268	SelGene
3559	SelGene
53833	SelGene
59067	SelGene
8995	SelGene
3558	SelGene
53832	SelGene
659	SelGene
657	SelGene
3570	SelGene
658	SelGene
64109	SelGene
3572	SelGene
56832	SelGene
3574	SelGene
5196	SelGene
2920	SelGene
2921	SelGene
650	SelGene
5197	SelGene
655	SelGene
282617	SelGene
282618	SelGene
27242	SelGene
282616	SelGene
3467	SelGene
5473	SelGene
85480	SelGene
3565	SelGene
3566	SelGene
3567	SelGene
3568	SelGene
3569	SelGene
6774	SelGene
6772	SelGene
6773	SelGene
59345	SelGene
157	SelGene
156	SelGene
6093	SelGene
7409	SelGene
3718	SelGene
1794	SelGene
3717	SelGene
131890	SelGene
7410	SelGene
7074	SelGene
51764	SelGene
6011	SelGene
4793	SelGene
4792	SelGene
2788	SelGene
2787	SelGene
2268	SelGene
2784	SelGene
2783	SelGene
2786	SelGene
2785	SelGene
2770	SelGene
2790	SelGene
2771	SelGene
2791	SelGene
2792	SelGene
2793	SelGene
54331	SelGene
5829	SelGene
1445	SelGene
2309	SelGene
9564	SelGene
10681	SelGene
2773	SelGene
2782	SelGene
7454	SelGene
57580	SelGene
387	SelGene
94235	SelGene
5580	SelGene
3055	SelGene
8976	SelGene
5590	SelGene
2931	SelGene
3702	SelGene
9475	SelGene
26230	SelGene
2870	SelGene
653361	SelGene
9844	SelGene
2868	SelGene
56288	SelGene
2869	SelGene
10451	SelGene
4067	SelGene
5732	SelGene
5734	SelGene
10203	SelGene
5739	SelGene
59340	SelGene
152	SelGene
150	SelGene
151	SelGene
2859	SelGene
7068	SelGene
7067	SelGene
5746	SelGene
5745	SelGene
5646	SelGene
5645	SelGene
4889	SelGene
5644	SelGene
1081	SelGene
4886	SelGene
4887	SelGene
59350	SelGene
2847	SelGene
2846	SelGene
1813	SelGene
1814	SelGene
1815	SelGene
56923	SelGene
6752	SelGene
6753	SelGene
6751	SelGene
728	SelGene
2837	SelGene
2832	SelGene
2831	SelGene
2834	SelGene
1442	SelGene
10886	SelGene
319100	SelGene
23620	SelGene
187	SelGene
10316	SelGene
10888	SelGene
55879	SelGene
5340	SelGene
719	SelGene
2587	SelGene
186	SelGene
6755	SelGene
6754	SelGene
117	SelGene
7253	SelGene
2897	SelGene
7252	SelGene
2898	SelGene
2899	SelGene
2893	SelGene
2894	SelGene
2895	SelGene
4157	SelGene
706	SelGene
53637	SelGene
4159	SelGene
4158	SelGene
2570	SelGene
2892	SelGene
7442	SelGene
2891	SelGene
2890	SelGene
4543	SelGene
4544	SelGene
4160	SelGene
2563	SelGene
4161	SelGene
2564	SelGene
2565	SelGene
2566	SelGene
2567	SelGene
2568	SelGene
2569	SelGene
2562	SelGene
134	SelGene
2561	SelGene
2560	SelGene
2359	SelGene
2358	SelGene
2357	SelGene
8484	SelGene
3355	SelGene
4987	SelGene
2696	SelGene
4988	SelGene
8811	SelGene
4985	SelGene
4986	SelGene
2558	SelGene
2559	SelGene
554	SelGene
2556	SelGene
2557	SelGene
2554	SelGene
2555	SelGene
5729	SelGene
2550	SelGene
2488	SelGene
23566	SelGene
2692	SelGene
2693	SelGene
2862	SelGene
3972	SelGene
2492	SelGene
140	SelGene
116443	SelGene
116444	SelGene
4142	SelGene
2147	SelGene
2642	SelGene
1395	SelGene
27334	SelGene
2742	SelGene
2741	SelGene
2740	SelGene
9340	SelGene
1394	SelGene
9248	SelGene
2743	SelGene
5540	SelGene
680	SelGene
2150	SelGene
134864	SelGene
84539	SelGene
2151	SelGene
4829	SelGene
134860	SelGene
10161	SelGene
5030	SelGene
5031	SelGene
1901	SelGene
5032	SelGene
1902	SelGene
1903	SelGene
122042	SelGene
3352	SelGene
5028	SelGene
3351	SelGene
3354	SelGene
1511	SelGene
5029	SelGene
3350	SelGene
3001	SelGene
57053	SelGene
1132	SelGene
83551	SelGene
1269	SelGene
1268	SelGene
799	SelGene
2798	SelGene
9568	SelGene
9038	SelGene
9170	SelGene
7434	SelGene
7433	SelGene
165829	SelGene
9287	SelGene
2914	SelGene
2912	SelGene
84634	SelGene
2913	SelGene
2918	SelGene
1146	SelGene
1145	SelGene
2916	SelGene
1144	SelGene
11255	SelGene
2917	SelGene
55584	SelGene
9002	SelGene
8973	SelGene
1138	SelGene
2901	SelGene
1137	SelGene
2904	SelGene
1134	SelGene
1136	SelGene
1135	SelGene
2908	SelGene
9294	SelGene
1241	SelGene
2900	SelGene
286530	SelGene
1140	SelGene
1141	SelGene
1142	SelGene
1143	SelGene
8698	SelGene
53829	SelGene
6344	SelGene
9934	SelGene
64106	SelGene
8001	SelGene
3061	SelGene
3062	SelGene
8881	SelGene
8317	SelGene
8318	SelGene
10926	SelGene
64682	SelGene
1387	SelGene
4193	SelGene
27127	SelGene
472	SelGene
545	SelGene
51434	SelGene
5934	SelGene
51433	SelGene
5933	SelGene
8555	SelGene
8243	SelGene
8556	SelGene
6500	SelGene
10274	SelGene
5347	SelGene
10735	SelGene
23594	SelGene
595	SelGene
8379	SelGene
7529	SelGene
890	SelGene
699	SelGene
1111	SelGene
494551	SelGene
9232	SelGene
996	SelGene
995	SelGene
993	SelGene
990	SelGene
991	SelGene
9184	SelGene
7534	SelGene
894	SelGene
7533	SelGene
891	SelGene
7532	SelGene
7531	SelGene
898	SelGene
23595	SelGene
896	SelGene
10744	SelGene
2810	SelGene
1869	SelGene
7027	SelGene
7709	SelGene
983	SelGene
9700	SelGene
10393	SelGene
5885	SelGene
701	SelGene
51529	SelGene
5925	SelGene
6502	SelGene
8454	SelGene
4088	SelGene
4089	SelGene
29882	SelGene
7029	SelGene
4085	SelGene
29945	SelGene
4087	SelGene
10971	SelGene
11200	SelGene
8697	SelGene
2033	SelGene
1029	SelGene
1028	SelGene
1032	SelGene
8900	SelGene
1030	SelGene
1031	SelGene
51343	SelGene
9126	SelGene
25847	SelGene
7272	SelGene
9088	SelGene
1017	SelGene
246184	SelGene
1875	SelGene
1019	SelGene
7465	SelGene
1874	SelGene
1871	SelGene
1870	SelGene
4998	SelGene
4999	SelGene
9134	SelGene
1021	SelGene
5000	SelGene
9133	SelGene
10459	SelGene
5001	SelGene
3065	SelGene
3066	SelGene
85417	SelGene
3479	SelGene
9748	SelGene
3480	SelGene
387778	SelGene
286151	SelGene
9985	SelGene
8945	SelGene
23291	SelGene
10734	SelGene
5241	SelGene
26271	SelGene
151648	SelGene
245711	SelGene
3630	SelGene
5501	SelGene
5500	SelGene
5499	SelGene
64506	SelGene
6790	SelGene
5516	SelGene
5515	SelGene
5518	SelGene
367	SelGene
5519	SelGene
5525	SelGene
5529	SelGene
5528	SelGene
5527	SelGene
5526	SelGene
842	SelGene
841	SelGene
7249	SelGene
25898	SelGene
64393	SelGene
3486	SelGene
575	SelGene
7161	SelGene
5268	SelGene
56475	SelGene
8493	SelGene
637	SelGene
4194	SelGene
581	SelGene
63970	SelGene
9540	SelGene
5366	SelGene
55367	SelGene
64326	SelGene
64065	SelGene
9538	SelGene
83667	SelGene
143686	SelGene
317	SelGene
27113	SelGene
51512	SelGene
6477	SelGene
3732	SelGene
5728	SelGene
27244	SelGene
5054	SelGene
54205	SelGene
55240	SelGene
51246	SelGene
900	SelGene
7057	SelGene
901	SelGene
90293	SelGene
10401	SelGene
55236	SelGene
9246	SelGene
330	SelGene
8925	SelGene
331	SelGene
5371	SelGene
8924	SelGene
27339	SelGene
27338	SelGene
63893	SelGene
9040	SelGene
92912	SelGene
9354	SelGene
672	SelGene
3093	SelGene
51619	SelGene
22888	SelGene
55958	SelGene
51366	SelGene
7337	SelGene
54926	SelGene
4591	SelGene
26259	SelGene
10477	SelGene
134111	SelGene
8554	SelGene
57154	SelGene
10273	SelGene
7327	SelGene
7326	SelGene
7329	SelGene
8651	SelGene
7328	SelGene
118424	SelGene
7332	SelGene
378884	SelGene
7334	SelGene
10277	SelGene
23295	SelGene
23327	SelGene
9021	SelGene
55070	SelGene
9616	SelGene
329	SelGene
148581	SelGene
65264	SelGene
7318	SelGene
7428	SelGene
7317	SelGene
389898	SelGene
51588	SelGene
326	SelGene
26272	SelGene
7319	SelGene
10075	SelGene
7320	SelGene
997	SelGene
7321	SelGene
9039	SelGene
7324	SelGene
7325	SelGene
7322	SelGene
7323	SelGene
83737	SelGene
55585	SelGene
55284	SelGene
11059	SelGene
23759	SelGene
6921	SelGene
9690	SelGene
51465	SelGene
6923	SelGene
10055	SelGene
10054	SelGene
23221	SelGene
8065	SelGene
9817	SelGene
84447	SelGene
5071	SelGene
9063	SelGene
9820	SelGene
55294	SelGene
8453	SelGene
8452	SelGene
89910	SelGene
55120	SelGene
64750	SelGene
4734	SelGene
22954	SelGene
9320	SelGene
140739	SelGene
26232	SelGene
26091	SelGene
11060	SelGene
11065	SelGene
8916	SelGene
57448	SelGene
4281	SelGene
115201	SelGene
25989	SelGene
8678	SelGene
23710	SelGene
9140	SelGene
23192	SelGene
5563	SelGene
5562	SelGene
11345	SelGene
5289	SelGene
9474	SelGene
8408	SelGene
30849	SelGene
10533	SelGene
9706	SelGene
84938	SelGene
84971	SelGene
441925	SelGene
64422	SelGene
11337	SelGene
55040	SelGene
9922	SelGene
440073	SelGene
22905	SelGene
10617	SelGene
8218	SelGene
9146	SelGene
55048	SelGene
89853	SelGene
8396	SelGene
80230	SelGene
64744	SelGene
3135	SelGene
8027	SelGene
200576	SelGene
155382	SelGene
8394	SelGene
51160	SelGene
25978	SelGene
93343	SelGene
8395	SelGene
80223	SelGene
9744	SelGene
161	SelGene
163	SelGene
160	SelGene
8411	SelGene
51100	SelGene
27183	SelGene
26286	SelGene
1785	SelGene
51028	SelGene
84612	SelGene
11031	SelGene
8766	SelGene
29082	SelGene
10015	SelGene
3949	SelGene
23396	SelGene
116983	SelGene
51510	SelGene
116984	SelGene
23096	SelGene
3134	SelGene
3133	SelGene
64411	SelGene
8853	SelGene
9230	SelGene
26056	SelGene
64145	SelGene
116987	SelGene
26052	SelGene
116986	SelGene
55738	SelGene
116985	SelGene
128866	SelGene
23527	SelGene
84313	SelGene
57403	SelGene
10938	SelGene
5337	SelGene
5338	SelGene
56904	SelGene
50855	SelGene
79643	SelGene
51534	SelGene
10193	SelGene
9829	SelGene
382	SelGene
57132	SelGene
84249	SelGene
9101	SelGene
23550	SelGene
3107	SelGene
3106	SelGene
5584	SelGene
6457	SelGene
7251	SelGene
3105	SelGene
84440	SelGene
6455	SelGene
2060	SelGene
10059	SelGene
7037	SelGene
6456	SelGene
60682	SelGene
22841	SelGene
9815	SelGene
1759	SelGene
26119	SelGene
5979	SelGene
23362	SelGene
55616	SelGene
5878	SelGene
1601	SelGene
51652	SelGene
137492	SelGene
79720	SelGene
5662	SelGene
84552	SelGene
30011	SelGene
84364	SelGene
5869	SelGene
5867	SelGene
30844	SelGene
5868	SelGene
1175	SelGene
30846	SelGene
30845	SelGene
1173	SelGene
11267	SelGene
9525	SelGene
10254	SelGene
27243	SelGene
28964	SelGene
9135	SelGene
11311	SelGene
9727	SelGene
1211	SelGene
1212	SelGene
1213	SelGene
92421	SelGene
50807	SelGene
29924	SelGene
570	SelGene
4598	SelGene
847	SelGene
390916	SelGene
10654	SelGene
9409	SelGene
51179	SelGene
55711	SelGene
25824	SelGene
3155	SelGene
5264	SelGene
8528	SelGene
8540	SelGene
6647	SelGene
6648	SelGene
255027	SelGene
54363	SelGene
3295	SelGene
1384	SelGene
196743	SelGene
92960	SelGene
23600	SelGene
5830	SelGene
23417	SelGene
10005	SelGene
10478	SelGene
4358	SelGene
51268	SelGene
84188	SelGene
1610	SelGene
215	SelGene
26063	SelGene
26061	SelGene
5189	SelGene
83594	SelGene
5826	SelGene
5825	SelGene
8799	SelGene
5824	SelGene
1891	SelGene
10901	SelGene
8443	SelGene
5828	SelGene
5827	SelGene
55670	SelGene
8504	SelGene
5190	SelGene
11264	SelGene
5192	SelGene
225	SelGene
5191	SelGene
5194	SelGene
5193	SelGene
5195	SelGene
189	SelGene
5052	SelGene
55825	SelGene
8800	SelGene
10455	SelGene
54677	SelGene
1975	SelGene
1977	SelGene
253260	SelGene
5228	SelGene
6009	SelGene
3091	SelGene
57521	SelGene
64223	SelGene
7248	SelGene
51719	SelGene
81617	SelGene
6194	SelGene
253314	SelGene
6794	SelGene
9470	SelGene
92335	SelGene
54541	SelGene
843	SelGene
840	SelGene
5577	SelGene
4615	SelGene
8772	SelGene
8837	SelGene
8737	SelGene
51135	SelGene
839	SelGene
2021	SelGene
824	SelGene
823	SelGene
23052	SelGene
3656	SelGene
3654	SelGene
8717	SelGene
596	SelGene
598	SelGene
11213	SelGene
1676	SelGene
1677	SelGene
5573	SelGene
5576	SelGene
5575	SelGene
9941	SelGene
9131	SelGene
800	SelGene
94274	SelGene
10335	SelGene
140465	SelGene
10672	SelGene
4637	SelGene
27094	SelGene
4629	SelGene
10242	SelGene
4660	SelGene
10398	SelGene
9826	SelGene
3779	SelGene
3778	SelGene
4659	SelGene
5583	SelGene
5581	SelGene
5588	SelGene
23365	SelGene
72	SelGene
5592	SelGene
10268	SelGene
10267	SelGene
59	SelGene
10266	SelGene
27345	SelGene
9138	SelGene
4041	SelGene
4040	SelGene
6423	SelGene
6422	SelGene
81839	SelGene
8321	SelGene
8322	SelGene
10297	SelGene
8323	SelGene
8324	SelGene
59343	SelGene
8325	SelGene
51176	SelGene
8326	SelGene
144165	SelGene
1488	SelGene
1487	SelGene
7484	SelGene
7483	SelGene
56998	SelGene
23500	SelGene
79718	SelGene
4316	SelGene
9350	SelGene
57216	SelGene
7482	SelGene
7481	SelGene
7480	SelGene
27123	SelGene
8312	SelGene
8313	SelGene
27121	SelGene
10725	SelGene
64321	SelGene
1457	SelGene
1459	SelGene
1452	SelGene
4775	SelGene
1454	SelGene
1460	SelGene
90665	SelGene
81029	SelGene
324	SelGene
51384	SelGene
23002	SelGene
57680	SelGene
10023	SelGene
27101	SelGene
4772	SelGene
122011	SelGene
11197	SelGene
166336	SelGene
64840	SelGene
23401	SelGene
89780	SelGene
1857	SelGene
1856	SelGene
7976	SelGene
22943	SelGene
80319	SelGene
1855	SelGene
8061	SelGene
80326	SelGene
54361	SelGene
6932	SelGene
6934	SelGene
7471	SelGene
7476	SelGene
7477	SelGene
5663	SelGene
7478	SelGene
7479	SelGene
7472	SelGene
7473	SelGene
7474	SelGene
7475	SelGene
1499	SelGene
6907	SelGene
85407	SelGene
11211	SelGene
7855	SelGene
85409	SelGene
83439	SelGene
8607	SelGene
2535	SelGene
6425	SelGene
6424	SelGene
4855	SelGene
4854	SelGene
4853	SelGene
4851	SelGene
56776	SelGene
51513	SelGene
440822	SelGene
2120	SelGene
55124	SelGene
9271	SelGene
84501	SelGene
2113	SelGene
2114	SelGene
56907	SelGene
143689	SelGene
388585	SelGene
196403	SelGene
151636	SelGene
3280	SelGene
8650	SelGene
5664	SelGene
171558	SelGene
22938	SelGene
51107	SelGene
2648	SelGene
6868	SelGene
5986	SelGene
3516	SelGene
1840	SelGene
113878	SelGene
9794	SelGene
9612	SelGene
3714	SelGene
9253	SelGene
84441	SelGene
8850	SelGene
54567	SelGene
55851	SelGene
10683	SelGene
9541	SelGene
28514	SelGene
3955	SelGene
182	SelGene
55534	SelGene
23385	SelGene
23220	SelGene
4242	SelGene
11317	SelGene
64399	SelGene
8643	SelGene
2619	SelGene
7546	SelGene
4036	SelGene
53944	SelGene
3549	SelGene
6608	SelGene
1456	SelGene
6469	SelGene
1453	SelGene
51715	SelGene
1455	SelGene
353500	SelGene
27148	SelGene
2735	SelGene
50846	SelGene
51684	SelGene
652	SelGene
2736	SelGene
2737	SelGene
5727	SelGene
656	SelGene
653	SelGene
654	SelGene
9241	SelGene
151449	SelGene
1311	SelGene
7060	SelGene
3397	SelGene
3398	SelGene
3400	SelGene
4838	SelGene
4086	SelGene
8646	SelGene
3399	SelGene
4090	SelGene
10468	SelGene
5308	SelGene
4052	SelGene
10637	SelGene
4093	SelGene
7044	SelGene
4092	SelGene
4091	SelGene
392255	SelGene
130399	SelGene
6667	SelGene
9372	SelGene
9765	SelGene
7059	SelGene
7058	SelGene
1634	SelGene
219699	SelGene
23654	SelGene
25791	SelGene
54910	SelGene
64218	SelGene
10154	SelGene
22885	SelGene
6091	SelGene
9353	SelGene
6092	SelGene
5361	SelGene
5362	SelGene
5365	SelGene
5364	SelGene
56920	SelGene
3688	SelGene
6405	SelGene
64221	SelGene
80031	SelGene
29984	SelGene
55558	SelGene
22854	SelGene
57556	SelGene
9901	SelGene
3897	SelGene
1073	SelGene
1072	SelGene
90249	SelGene
27289	SelGene
6585	SelGene
6586	SelGene
9423	SelGene
57689	SelGene
10512	SelGene
9037	SelGene
1630	SelGene
137970	SelGene
23380	SelGene
10500	SelGene
10501	SelGene
223117	SelGene
2050	SelGene
2051	SelGene
10507	SelGene
10509	SelGene
10505	SelGene
2047	SelGene
2046	SelGene
2049	SelGene
2048	SelGene
1945	SelGene
1944	SelGene
1947	SelGene
1946	SelGene
1949	SelGene
1948	SelGene
84448	SelGene
57522	SelGene
1943	SelGene
1942	SelGene
56896	SelGene
10371	SelGene
8633	SelGene
8829	SelGene
54437	SelGene
7869	SelGene
9723	SelGene
1808	SelGene
3985	SelGene
3984	SelGene
3983	SelGene
8482	SelGene
2041	SelGene
59277	SelGene
2044	SelGene
2045	SelGene
2042	SelGene
1969	SelGene
2043	SelGene
57715	SelGene
2242	SelGene
1020	SelGene
5998	SelGene
2534	SelGene
285220	SelGene
4917	SelGene
9047	SelGene
55742	SelGene
2335	SelGene
63923	SelGene
1729	SelGene
22801	SelGene
64098	SelGene
58498	SelGene
5649	SelGene
3918	SelGene
10627	SelGene
3913	SelGene
3914	SelGene
3915	SelGene
3910	SelGene
3911	SelGene
3912	SelGene
22798	SelGene
4633	SelGene
4636	SelGene
93408	SelGene
1301	SelGene
10319	SelGene
1302	SelGene
7450	SelGene
7791	SelGene
3381	SelGene
7448	SelGene
80310	SelGene
81	SelGene
87	SelGene
2889	SelGene
71	SelGene
8515	SelGene
8516	SelGene
103910	SelGene
60	SelGene
3371	SelGene
858	SelGene
857	SelGene
859	SelGene
50509	SelGene
7094	SelGene
1292	SelGene
1293	SelGene
1290	SelGene
1291	SelGene
284217	SelGene
3680	SelGene
1101	SelGene
3676	SelGene
3675	SelGene
3674	SelGene
3679	SelGene
3678	SelGene
1289	SelGene
1288	SelGene
1280	SelGene
1281	SelGene
1282	SelGene
29780	SelGene
1284	SelGene
1286	SelGene
3690	SelGene
3691	SelGene
7408	SelGene
3693	SelGene
3694	SelGene
1793	SelGene
3695	SelGene
3685	SelGene
6696	SelGene
1277	SelGene
1278	SelGene
83660	SelGene
7414	SelGene
3696	SelGene
394	SelGene
88	SelGene
89	SelGene
29895	SelGene
2909	SelGene
7143	SelGene
3909	SelGene
7148	SelGene
3908	SelGene
3655	SelGene
3673	SelGene
3672	SelGene
131873	SelGene
1003	SelGene
83700	SelGene
1001	SelGene
54413	SelGene
1002	SelGene
941	SelGene
22871	SelGene
942	SelGene
940	SelGene
29126	SelGene
80380	SelGene
3683	SelGene
4897	SelGene
3684	SelGene
947	SelGene
80381	SelGene
23308	SelGene
57863	SelGene
29851	SelGene
6614	SelGene
23705	SelGene
49861	SelGene
5175	SelGene
933	SelGene
6402	SelGene
7412	SelGene
6403	SelGene
6693	SelGene
6404	SelGene
3689	SelGene
1000	SelGene
58494	SelGene
1493	SelGene
3126	SelGene
51208	SelGene
920	SelGene
3127	SelGene
1272	SelGene
57555	SelGene
3125	SelGene
9369	SelGene
214	SelGene
6401	SelGene
925	SelGene
926	SelGene
923	SelGene
26285	SelGene
4099	SelGene
1462	SelGene
23114	SelGene
9378	SelGene
3113	SelGene
3115	SelGene
3117	SelGene
3118	SelGene
3119	SelGene
9379	SelGene
914	SelGene
10686	SelGene
137075	SelGene
8174	SelGene
6383	SelGene
6385	SelGene
6382	SelGene
100506658	SelGene
5817	SelGene
3123	SelGene
5819	SelGene
999	SelGene
3122	SelGene
5818	SelGene
3111	SelGene
3112	SelGene
9071	SelGene
3384	SelGene
3385	SelGene
9073	SelGene
9075	SelGene
9074	SelGene
7122	SelGene
9076	SelGene
3383	SelGene
4756	SelGene
90952	SelGene
3109	SelGene
3108	SelGene
50848	SelGene
5133	SelGene
149461	SelGene
5792	SelGene
24146	SelGene
10666	SelGene
4267	SelGene
53842	SelGene
26047	SelGene
4359	SelGene
9019	SelGene
5788	SelGene
25945	SelGene
4685	SelGene
4684	SelGene
965	SelGene
257194	SelGene
5010	SelGene
9672	SelGene
1366	SelGene
1364	SelGene
5797	SelGene
1365	SelGene
6900	SelGene
8506	SelGene
2734	SelGene
1013	SelGene
23562	SelGene
57502	SelGene
9080	SelGene
4301	SelGene
6591	SelGene
5777	SelGene
6615	SelGene
10163	SelGene
5795	SelGene
8936	SelGene
8826	SelGene
3643	SelGene
10810	SelGene
1495	SelGene
5787	SelGene
1496	SelGene
1500	SelGene
9855	SelGene
81607	SelGene
7082	SelGene
117178	SelGene
7525	SelGene
2241	SelGene
10458	SelGene
29119	SelGene
4008	SelGene
52	SelGene
5770	SelGene
10207	SelGene
